# 30/12/2025 10:10:02 AM: Prices - EPEX Spot Market Auction - switzerland - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Baseload,Peakload,Off-peak,Off-peak 2,Off-peak 1,Night,Late morning,Early afternoon,Evening,Early morning,Business,Afternoon,Middle night,Morning,High noon,Rush hour,Sun peak
04/08/2025,77.18,73.12,71.88,,70.80,72.42,78.37,88.31,101.01,100.02,91.00,81.73,72.55,48.34,27.00,10.83,20.44,36.97,67.10,82.93,95.06,97.93,90.97,80.95,73.32,10.83,101.01,71.26,61.16,81.36,85.79,79.14,73.96,86.33,26.65,86.86,85.03,56.49,33.84,73.25,95.09,57.41,70.52,43.48
03/08/2025,80.33,74.11,71.71,,70.37,69.41,67.03,63.79,48.06,19.45,-0.47,-7.14,1.60,-0.57,-3.24,-3.58,-6.38,-8.61,4.00,70.00,82.06,82.20,86.90,88.77,78.16,-8.61,88.77,42.83,12.26,73.40,84.01,68.10,72.16,3.36,-3.44,81.35,62.07,-0.04,-3.64,74.13,32.71,-2.34,36.86,-3.22
02/08/2025,101.04,96.23,94.53,,91.98,92.13,92.93,92.09,92.11,83.34,76.29,57.34,28.17,4.33,-1.37,-2.38,1.87,40.18,70.27,85.06,99.10,105.79,105.18,101.42,96.35,-2.38,105.79,71.00,45.18,96.82,102.19,94.13,94.81,61.29,0.61,98.82,92.32,30.95,27.49,95.95,85.96,22.12,73.65,14.66
01/08/2025,97.42,91.99,88.57,,86.95,87.99,92.93,102.16,103.81,101.55,96.79,87.00,81.13,73.70,64.50,66.08,71.82,74.95,80.31,92.68,103.58,109.56,111.94,107.73,101.30,64.50,111.94,90.69,82.84,98.53,107.63,93.98,90.98,91.62,69.03,104.47,96.72,80.32,73.29,91.23,101.08,76.58,87.88,74.04
31/07/2025,86.94,82.65,81.77,,81.01,81.99,86.11,91.47,96.71,94.71,81.73,72.32,63.20,50.66,34.64,37.76,51.27,71.92,82.05,97.17,108.36,110.30,113.92,108.94,100.02,34.64,113.92,81.98,70.48,93.49,108.30,86.08,83.41,77.99,43.58,106.45,89.07,60.79,60.75,83.09,91.16,55.21,89.88,51.64
30/07/2025,93.53,90.02,86.03,,85.09,86.09,91.76,98.34,99.51,93.96,76.41,69.15,70.05,42.69,23.59,20.05,51.18,74.35,78.67,90.00,99.13,106.23,108.90,102.66,91.89,20.05,108.90,80.39,65.77,95.00,102.42,91.30,88.75,77.39,34.38,99.80,93.93,55.89,56.06,88.67,92.06,51.37,85.54,46.12
29/07/2025,83.21,80.03,77.63,,76.58,77.01,80.16,94.02,101.87,94.98,80.98,72.60,56.89,41.06,36.66,24.35,60.07,74.06,77.85,90.02,102.47,104.69,105.84,104.70,94.48,24.35,105.84,78.84,67.67,90.02,102.43,83.81,79.10,76.36,40.54,100.37,88.27,58.45,59.08,79.36,92.96,51.80,86.10,48.61
28/07/2025,90.41,83.76,81.09,,79.79,79.80,83.05,97.84,106.30,102.84,94.42,91.36,85.41,79.90,77.97,75.02,78.10,79.80,81.92,92.06,99.75,106.09,103.84,98.72,93.22,75.02,106.30,89.27,86.55,91.99,100.47,87.76,82.98,93.51,77.75,98.95,91.75,85.63,78.71,83.76,100.35,83.66,88.38,81.29
27/07/2025,101.55,98.79,94.96,,94.46,92.96,90.37,90.08,84.01,79.81,76.76,67.05,56.48,40.66,19.75,15.47,23.93,51.98,78.03,88.51,93.53,101.62,102.31,100.19,92.64,15.47,102.31,76.50,57.66,95.33,99.19,93.40,95.52,70.03,24.95,96.47,89.36,47.49,42.35,97.44,82.67,45.99,78.01,37.22
26/07/2025,100.13,96.32,94.01,,93.85,92.93,92.93,93.84,91.45,86.57,84.21,75.08,69.83,63.89,54.59,57.03,68.00,75.78,86.17,98.26,106.80,106.67,106.79,106.73,103.06,54.59,106.80,87.71,77.18,98.23,105.81,94.43,95.03,78.92,60.88,104.72,92.79,69.90,71.75,96.08,89.02,65.85,91.75,64.74
25/07/2025,103.70,99.50,95.56,,93.71,95.82,98.19,108.21,111.63,107.01,98.03,91.05,84.37,80.17,76.95,71.09,78.37,82.41,85.09,96.79,107.22,113.13,113.08,111.13,103.15,71.09,113.13,96.06,88.21,103.90,110.12,100.79,97.75,95.12,76.65,107.42,103.46,85.88,79.24,98.12,106.22,83.14,92.88,80.33
24/07/2025,100.45,97.84,96.03,,94.77,95.92,100.69,111.69,113.69,109.90,102.01,97.51,93.08,84.46,81.97,81.55,87.88,93.31,100.61,103.67,114.48,115.15,117.90,114.83,107.42,81.55,117.90,100.70,95.87,105.53,113.83,101.39,97.62,100.63,83.97,112.24,105.50,92.30,90.84,97.27,109.32,89.26,103.02,87.74
23/07/2025,92.90,89.89,91.01,,84.50,83.05,84.12,93.74,99.78,96.93,86.43,83.94,83.95,81.94,81.21,78.78,81.91,81.46,83.74,94.65,108.79,114.95,116.95,112.22,103.70,78.78,116.95,92.11,86.98,97.23,111.96,89.87,87.58,87.81,80.96,108.54,90.17,84.39,81.47,89.58,94.22,82.76,92.16,81.96
22/07/2025,92.93,88.91,87.45,,86.34,85.94,90.83,103.19,103.99,100.66,87.49,88.90,85.81,85.43,85.36,85.69,85.65,88.70,86.20,91.48,104.71,114.08,114.78,108.71,100.76,85.36,114.78,93.92,89.67,98.16,109.58,92.45,88.73,90.72,85.53,105.75,95.99,88.12,86.56,88.91,98.83,86.38,92.77,86.14
21/07/2025,100.25,93.96,91.30,,88.46,91.30,98.58,105.88,114.54,110.55,104.78,102.91,99.96,93.81,91.30,91.30,91.87,94.75,102.38,104.61,106.90,116.52,115.75,106.90,101.09,88.46,116.52,100.82,99.59,102.04,110.07,98.03,93.98,104.55,92.07,108.63,102.58,98.31,95.08,93.49,108.94,97.00,102.16,95.19
20/07/2025,87.12,86.55,86.56,,86.12,85.44,85.76,85.75,83.41,76.26,38.31,4.14,-3.13,-4.74,-5.24,-3.59,8.00,44.40,84.90,93.81,107.20,111.26,110.54,109.00,102.42,-5.24,111.26,65.01,36.69,93.33,108.31,85.84,86.26,28.90,-1.39,105.71,85.09,13.75,33.43,86.59,70.93,-2.24,82.58,-0.76
19/07/2025,110.73,104.79,104.03,,102.20,100.35,100.28,98.42,93.10,81.68,58.45,20.72,15.93,9.30,5.91,21.91,11.55,49.99,80.37,95.41,104.80,109.33,109.70,105.48,102.19,5.91,110.73,74.86,46.34,103.38,106.68,101.74,103.73,44.20,12.17,104.49,98.04,28.18,40.96,105.44,82.91,12.97,82.64,14.22
18/07/2025,109.39,103.91,100.64,,98.99,101.09,105.09,116.95,116.55,114.29,103.09,89.29,81.84,75.25,67.96,62.96,70.97,80.01,89.17,106.26,116.52,124.13,123.08,127.00,114.53,62.96,127.00,99.96,88.13,111.78,122.19,106.58,103.19,97.13,69.29,118.59,109.92,83.21,75.78,103.23,112.72,78.59,97.99,74.71
17/07/2025,105.70,101.00,94.20,,92.49,92.11,96.33,104.65,111.31,108.60,97.41,84.47,78.19,66.30,59.48,54.07,65.73,76.01,84.86,101.50,109.00,125.03,129.40,123.56,111.01,54.07,129.40,94.68,82.14,107.23,122.25,99.72,96.97,92.17,61.40,116.58,101.10,76.78,70.17,98.35,105.49,72.11,92.84,68.04
16/07/2025,98.93,92.20,87.02,,85.89,85.87,89.60,104.79,111.20,109.36,103.13,103.14,102.06,83.51,83.03,82.85,82.05,87.35,95.41,102.49,108.19,117.97,119.15,113.72,106.12,82.05,119.15,98.13,95.21,101.04,114.24,94.44,89.92,104.42,82.86,111.27,97.87,93.64,86.92,91.01,107.12,92.94,98.36,89.44
15/07/2025,106.39,99.34,94.08,,91.82,92.06,97.47,106.27,111.68,105.63,104.38,84.93,83.08,80.83,80.36,80.11,81.52,82.03,90.03,104.04,109.70,124.10,133.04,119.06,109.72,80.11,133.04,98.82,90.55,107.09,121.48,99.89,96.86,94.51,80.71,116.61,101.87,87.61,83.42,97.91,106.99,82.30,96.45,81.81
14/07/2025,106.21,102.80,99.07,,101.14,102.13,106.48,117.68,124.14,119.08,103.11,92.04,86.51,84.89,78.78,68.84,72.29,81.55,93.45,106.47,125.24,125.22,127.63,127.66,110.89,68.84,127.66,102.64,92.69,112.59,122.85,107.46,102.97,100.19,76.20,120.52,112.61,88.19,79.03,102.31,116.00,85.56,101.68,80.56
13/07/2025,104.31,103.60,102.66,,101.16,100.63,99.82,99.28,90.94,80.50,59.03,17.70,9.42,6.47,3.49,3.50,5.96,23.31,81.21,103.61,116.62,122.08,119.19,124.41,116.04,3.49,124.41,74.79,42.57,107.01,120.43,100.30,102.03,41.66,4.86,116.99,97.67,23.26,28.50,102.93,82.44,9.27,81.19,7.76
12/07/2025,101.30,95.59,91.97,,90.81,90.80,89.22,89.86,95.00,82.06,78.20,20.99,2.90,-0.02,-0.91,-1.38,0.75,15.22,60.01,92.02,101.34,113.31,116.63,112.01,103.80,-1.38,116.63,68.40,37.60,99.19,111.44,93.07,93.28,46.04,-0.39,106.52,91.22,22.82,18.65,94.92,86.28,5.74,67.15,3.72
11/07/2025,102.00,97.32,97.09,,97.16,97.02,99.39,106.48,106.58,102.69,92.50,81.74,74.78,75.83,69.99,74.19,75.54,79.16,84.72,92.50,102.70,110.03,110.58,109.92,101.23,69.99,110.58,93.38,83.86,102.90,107.94,100.38,98.33,87.93,73.89,104.49,102.37,80.91,78.40,98.39,102.06,75.59,89.77,75.35
10/07/2025,102.19,98.56,99.64,,96.02,97.15,102.17,114.81,119.16,110.07,94.17,80.49,68.99,47.11,39.87,37.81,51.71,72.54,85.97,101.31,109.66,119.65,116.86,113.99,102.79,37.81,119.65,90.95,74.98,106.92,113.32,103.71,99.29,88.43,44.13,110.71,108.32,66.28,62.01,99.10,109.55,59.12,92.37,54.33
09/07/2025,98.65,90.37,89.18,,88.07,89.56,94.90,106.74,112.84,106.80,92.09,84.55,77.63,63.64,62.03,67.60,76.03,77.91,84.64,95.63,113.33,125.05,129.94,118.79,104.91,62.03,129.94,93.79,83.49,104.08,119.67,96.29,91.79,90.27,67.33,114.61,101.01,78.80,76.55,91.57,104.62,71.96,92.88,71.91
08/07/2025,101.60,98.63,95.67,,93.19,94.07,99.71,107.99,115.32,113.09,104.01,98.61,96.07,90.58,90.66,92.01,91.70,92.08,91.53,101.83,112.77,122.36,120.81,108.40,101.51,90.58,122.36,101.43,97.91,104.94,113.27,100.77,97.15,102.95,91.24,111.28,104.27,97.09,91.83,97.27,110.10,93.98,99.55,93.27
07/07/2025,101.45,93.77,93.76,,92.82,95.01,99.99,112.07,118.58,110.81,109.19,99.54,92.11,88.92,87.55,87.50,91.04,94.96,102.70,103.15,102.71,108.79,109.70,109.26,102.69,87.50,118.58,100.34,97.52,103.16,107.61,100.93,96.13,102.91,88.75,106.05,106.41,95.83,94.05,95.45,112.66,92.03,100.88,91.11
06/07/2025,95.16,87.52,85.95,,85.08,86.21,86.05,85.64,85.70,82.31,75.93,72.47,71.07,62.07,62.09,71.01,75.95,79.97,87.20,104.45,111.27,124.21,127.70,122.13,106.66,62.07,127.70,88.91,79.65,98.17,120.18,87.16,87.66,75.45,67.78,116.07,85.90,71.61,78.53,88.43,82.40,66.93,95.72,69.11
05/07/2025,100.90,95.38,92.50,,90.75,89.13,88.85,91.07,88.68,87.44,75.95,73.16,36.94,8.23,2.08,3.68,33.09,71.08,83.31,93.30,102.69,107.87,116.67,113.02,103.05,2.08,116.67,77.03,55.91,98.16,110.15,92.16,92.92,68.37,11.77,106.10,89.43,40.07,47.79,94.88,85.79,30.10,87.60,26.20
04/07/2025,106.93,103.00,98.19,,96.94,97.97,105.00,122.51,119.26,102.99,89.07,88.00,84.87,73.15,66.95,56.20,80.18,83.31,86.06,101.51,119.93,154.95,159.59,128.76,109.77,56.20,159.59,101.46,86.02,116.91,138.27,106.23,101.34,91.23,69.12,129.09,111.19,80.18,76.44,101.27,108.46,78.24,97.70,74.89
03/07/2025,97.28,90.87,90.04,,85.81,85.20,90.03,99.61,107.33,103.23,92.10,90.33,86.71,84.43,84.07,84.67,88.69,96.30,99.60,102.55,133.96,172.95,171.97,135.64,112.42,84.07,172.95,103.57,95.55,111.60,148.25,93.27,89.87,93.09,85.47,138.25,95.54,89.28,92.32,91.00,100.57,86.39,108.10,86.48
02/07/2025,113.92,100.88,94.70,,94.32,95.09,101.82,114.90,119.51,108.91,94.89,83.02,77.69,74.91,64.32,66.05,72.44,82.47,93.41,112.92,148.06,178.06,170.06,149.53,115.80,64.32,178.06,105.32,89.92,120.72,153.36,104.39,100.12,91.13,69.43,145.74,107.83,80.28,78.59,100.96,109.55,74.99,109.22,73.07
01/07/2025,107.58,96.77,92.48,,92.25,92.82,98.63,112.20,118.57,117.52,100.09,85.03,81.04,75.27,74.20,72.92,81.15,94.90,105.31,123.98,195.02,215.05,203.17,164.42,126.38,72.92,215.05,113.61,100.54,126.69,177.26,101.41,96.76,95.92,75.89,171.34,105.56,85.90,88.57,97.27,112.10,78.89,129.80,78.27
30/06/2025,96.99,91.93,90.40,,93.04,93.29,103.31,118.29,121.78,102.02,94.90,78.02,66.08,41.83,37.92,51.51,56.51,76.90,92.45,108.38,166.79,176.92,171.92,142.94,115.89,37.92,176.92,99.58,81.11,118.06,151.92,101.13,94.83,85.26,46.94,147.14,109.17,66.10,69.34,93.09,109.25,55.96,111.13,55.31
29/06/2025,87.10,83.32,81.33,,79.53,79.68,79.30,75.26,70.00,36.44,0.49,1.55,-4.08,-9.96,-10.03,-11.24,-3.43,2.15,51.52,79.99,101.21,114.65,118.12,117.96,105.62,-11.24,118.12,55.27,19.55,90.99,114.09,79.44,81.71,8.60,-8.67,106.26,76.06,-0.03,9.75,82.82,45.55,-5.63,58.72,-6.20
28/06/2025,94.64,91.76,86.17,,83.04,81.21,80.09,78.97,79.94,78.98,62.37,8.66,2.89,7.16,8.75,3.20,14.93,55.57,73.90,82.99,94.70,111.43,114.85,111.81,99.38,2.89,114.85,66.97,41.18,92.77,109.37,84.48,86.15,38.23,8.51,102.53,80.05,23.37,36.90,88.90,75.07,6.87,76.79,7.60
27/06/2025,86.10,80.64,80.96,,79.94,79.94,82.12,96.13,103.40,97.36,87.09,79.02,71.02,74.71,63.15,62.05,74.44,79.95,83.50,87.05,105.10,122.94,129.95,120.94,103.54,62.05,129.95,88.79,80.37,97.22,119.34,86.15,81.62,83.62,68.59,111.59,90.40,76.11,74.99,81.91,96.00,71.98,88.90,70.73
26/06/2025,125.00,117.63,112.56,,110.11,108.81,112.36,125.69,134.48,123.93,100.06,82.96,77.20,63.00,49.03,47.40,69.03,74.10,92.60,91.94,97.08,102.60,104.14,103.40,93.03,47.40,134.48,96.59,80.69,112.48,100.79,118.33,114.41,96.04,57.12,98.70,120.34,76.58,70.78,116.33,121.04,68.05,88.93,64.77
25/06/2025,90.41,82.17,79.94,,77.06,76.11,89.29,96.26,105.71,96.90,72.60,40.07,30.74,9.47,11.45,11.41,11.60,45.53,74.23,105.38,139.75,161.01,161.41,151.92,133.79,9.47,161.41,81.43,54.09,108.76,152.03,87.12,82.50,60.08,10.98,142.21,91.84,35.53,35.69,82.40,92.87,22.93,91.22,19.12
24/06/2025,77.55,76.11,74.81,,74.80,75.10,76.60,79.58,78.89,74.11,25.79,1.01,-1.61,2.43,1.00,0.76,-2.63,8.50,61.06,76.61,103.46,131.58,127.93,122.39,107.85,-2.63,131.58,60.57,29.21,91.93,122.44,76.68,75.83,24.83,0.39,111.64,77.54,12.61,16.92,75.82,64.59,0.71,62.41,0.16
23/06/2025,76.60,73.08,73.78,,73.07,72.51,76.95,93.26,86.81,75.85,60.49,36.01,44.01,0.15,-0.09,-0.09,58.69,52.97,77.62,90.20,92.12,94.59,95.19,98.50,91.74,-0.09,98.50,66.42,48.99,83.84,95.01,78.26,74.33,54.09,14.67,93.72,82.38,34.38,47.30,74.13,79.10,20.02,78.23,23.11
22/06/2025,104.99,96.86,88.47,,85.06,84.13,78.57,73.50,44.71,17.02,3.24,-2.68,-28.02,-80.65,-105.39,-88.97,-34.32,-3.47,3.21,75.41,97.63,119.57,126.46,116.18,104.30,-105.39,126.46,40.66,-12.25,93.57,116.63,82.04,89.68,-2.61,-77.33,106.59,70.23,-39.97,-30.89,93.85,34.62,-54.19,43.20,-56.67
21/06/2025,116.13,110.15,106.03,,105.68,104.55,101.78,98.45,87.55,72.36,25.68,1.31,-2.01,-15.68,-30.18,-24.99,-5.09,3.73,45.66,98.27,121.42,138.53,130.08,127.91,114.59,-30.18,138.53,68.00,24.21,111.79,127.78,103.79,107.39,24.34,-18.99,121.80,98.08,2.68,4.83,109.50,71.01,-11.64,67.27,-12.77
20/06/2025,97.40,95.30,94.57,,93.72,94.71,97.18,102.83,105.60,94.62,72.71,22.82,36.02,10.01,4.59,12.21,8.05,16.36,74.75,103.05,123.26,135.15,134.69,131.50,113.50,4.59,135.15,78.11,48.20,108.01,128.71,97.66,95.48,56.54,8.72,123.53,100.08,32.63,27.84,95.25,93.94,18.36,79.36,15.62
19/06/2025,106.40,99.61,94.18,,92.89,91.99,91.11,87.93,83.97,71.12,35.65,13.48,13.64,4.28,2.94,1.00,0.99,10.08,36.06,81.13,113.07,135.43,135.33,125.02,107.26,0.99,135.43,68.11,31.95,104.26,125.76,93.51,96.03,33.47,2.30,116.21,88.75,17.89,12.03,98.27,69.67,8.59,60.09,6.06
18/06/2025,104.84,101.86,96.94,,95.21,96.06,101.62,114.73,115.70,102.76,77.15,21.82,4.59,1.52,-0.32,0.21,4.71,9.59,68.56,89.72,112.79,119.76,120.72,122.28,107.03,-0.32,122.28,74.58,41.09,108.06,117.45,103.37,99.42,51.58,1.53,112.05,107.03,26.56,20.77,99.71,102.59,6.90,70.17,5.42
17/06/2025,107.44,104.79,101.30,,100.99,101.37,104.81,111.93,111.05,99.48,75.20,22.18,4.03,-0.09,-1.61,-0.03,7.30,23.91,73.40,104.81,122.04,128.08,116.15,129.75,115.99,-1.61,129.75,77.68,44.22,111.14,122.49,105.46,103.45,50.22,1.39,119.47,107.29,25.81,26.15,103.63,99.42,6.13,81.04,5.30
16/06/2025,89.60,85.39,81.90,,83.56,82.81,88.81,105.46,127.96,107.23,77.76,65.39,51.09,29.15,27.64,25.67,23.49,46.21,70.99,100.09,108.46,105.44,96.59,103.20,95.80,23.49,127.96,78.32,61.10,95.54,100.26,93.19,85.35,75.37,26.49,101.60,101.26,50.93,41.59,85.11,104.60,43.32,81.44,37.07
15/06/2025,89.10,86.92,86.78,,85.54,84.89,84.63,74.91,64.77,44.07,17.65,10.08,3.27,0.49,-5.01,-2.01,4.50,13.07,55.78,89.62,105.14,104.15,102.20,101.18,98.19,-5.01,105.14,58.33,28.05,88.61,101.43,82.19,86.31,18.77,-0.51,100.08,77.30,9.13,17.84,87.09,50.35,2.21,65.90,1.89
14/06/2025,64.79,60.21,62.56,,60.89,59.48,59.10,53.93,54.44,15.08,9.91,2.41,-2.86,-19.40,-26.14,-17.56,-3.11,1.43,31.34,75.18,92.81,98.20,110.02,96.03,86.03,-26.14,110.02,42.70,13.26,72.14,97.57,59.43,61.17,6.14,-16.55,93.05,56.74,-5.21,3.03,62.11,33.34,-11.50,50.19,-11.11
13/06/2025,70.86,63.64,64.51,,65.15,65.09,68.55,79.05,80.58,64.41,39.02,7.28,-0.04,-4.98,-10.56,-9.69,4.11,4.18,48.66,80.03,99.10,108.42,100.39,88.79,78.56,-10.56,108.42,52.30,26.79,77.80,94.04,69.68,66.30,27.67,-5.28,92.55,73.32,11.19,11.82,66.04,65.77,-2.08,57.99,-2.31
12/06/2025,81.91,81.55,81.61,,81.78,81.68,81.19,81.59,89.27,85.93,56.08,1.00,-2.97,-6.96,-12.27,-12.95,-4.21,7.75,48.20,74.93,83.49,93.70,103.49,91.81,82.01,-12.95,103.49,56.23,26.50,85.97,92.75,82.57,81.62,35.01,-9.10,88.24,83.43,12.96,9.70,81.71,78.22,-5.30,53.59,-6.39
11/06/2025,66.03,64.39,64.39,,63.91,68.19,77.76,81.50,81.86,80.01,62.05,39.01,10.32,-0.39,-2.40,-1.16,0.81,3.09,62.71,84.71,84.29,85.16,85.06,87.04,83.40,-2.40,87.04,55.49,35.25,75.72,85.17,71.00,67.45,47.85,-0.79,84.94,77.33,23.53,16.36,64.68,76.36,11.64,58.70,7.70
10/06/2025,84.59,81.66,71.03,,66.50,65.01,69.31,84.40,84.92,81.99,61.91,39.16,6.02,1.26,-1.00,-0.99,2.19,5.61,47.37,65.87,84.35,85.34,85.39,84.48,79.04,-1.00,85.39,55.64,32.81,78.47,83.56,75.93,73.02,47.27,0.37,80.75,75.91,23.82,13.55,75.95,78.31,11.36,50.80,7.77
09/06/2025,30.29,21.01,17.78,,16.03,14.74,21.31,24.38,23.03,1.31,-1.75,-3.23,-6.97,-13.33,-22.90,-21.85,-14.07,-4.79,3.61,63.24,86.04,85.50,85.73,86.04,85.78,-22.90,86.04,24.04,5.44,42.64,85.76,21.07,20.19,-2.66,-18.04,82.06,20.87,-10.35,-9.28,21.28,11.74,-11.61,37.03,-13.73
08/06/2025,66.90,62.70,53.93,,50.61,45.07,26.12,18.48,10.16,-0.02,0.75,-4.48,-9.88,-19.01,-38.69,-56.43,-51.35,-17.57,-2.47,3.89,36.08,56.25,67.21,71.56,63.04,-56.43,71.56,18.04,-13.27,49.34,64.52,41.75,50.89,-3.41,-41.37,49.67,24.96,-22.39,-31.96,58.54,7.34,-18.02,4.98,-29.97
07/06/2025,80.89,79.66,80.30,,80.31,79.73,83.09,81.96,82.65,75.58,56.07,29.00,15.41,7.18,1.88,0.11,0.37,6.96,20.66,66.06,84.95,85.14,85.13,85.94,83.48,0.11,85.94,56.35,30.35,82.36,84.92,81.07,80.66,44.02,2.39,81.78,81.86,23.20,7.03,80.29,74.07,13.37,44.66,8.99
06/06/2025,64.38,59.42,54.07,,49.92,47.31,54.07,63.06,67.24,51.99,16.95,-3.26,-4.35,-4.99,-7.80,-7.98,-4.23,0.00,9.96,59.33,91.20,88.60,111.97,110.82,85.03,-7.98,111.97,43.86,16.40,71.32,99.11,57.43,54.86,15.33,-6.25,91.16,57.92,4.54,-0.56,56.95,49.81,-5.10,40.12,-5.44
05/06/2025,82.90,81.83,78.96,,76.34,79.97,84.90,87.19,79.78,82.04,82.76,66.80,41.70,17.62,5.70,8.60,19.95,47.87,78.28,67.18,68.47,66.80,68.89,67.80,68.63,5.70,87.19,62.96,48.91,77.00,68.03,81.48,80.82,68.33,12.97,67.96,82.96,40.65,38.68,80.01,82.94,32.96,65.45,26.73
04/06/2025,83.09,76.58,71.60,,73.44,74.27,82.22,94.16,79.93,82.69,69.31,49.30,22.70,14.35,12.93,18.59,39.15,65.64,85.12,100.02,100.97,101.69,103.78,100.91,95.05,12.93,103.78,70.73,55.06,86.39,100.36,79.41,76.87,56.00,21.26,100.40,82.65,38.63,52.13,76.18,81.52,24.82,87.94,26.17
03/06/2025,100.20,94.00,92.10,,90.00,91.09,101.99,110.03,104.95,84.65,65.09,25.18,58.24,53.95,54.51,50.06,27.01,35.04,63.91,82.08,96.53,113.01,113.20,94.65,82.59,25.18,113.20,78.50,58.02,98.98,100.86,98.05,94.90,58.29,46.38,97.01,102.02,52.34,44.01,94.08,91.18,47.97,69.39,44.83
02/06/2025,81.80,76.52,71.14,,68.85,67.83,82.90,95.26,104.99,103.00,81.49,66.45,56.31,39.78,29.29,30.00,41.39,48.95,84.22,99.48,113.03,111.40,105.14,104.99,101.48,29.29,113.03,77.74,66.12,89.36,105.75,81.16,74.84,76.81,35.12,105.92,87.75,55.96,51.14,74.58,96.19,47.96,86.42,43.87
01/06/2025,85.49,83.97,76.03,,70.46,69.80,66.11,60.70,35.80,8.88,-1.53,-3.22,-6.29,-10.33,-15.85,-19.56,-14.33,-7.08,2.06,42.68,73.77,91.60,87.49,87.50,84.95,-19.56,91.60,39.55,4.10,74.99,87.89,68.55,75.31,-0.54,-15.02,78.00,58.10,-7.78,-9.73,78.99,25.96,-8.92,27.86,-11.60
31/05/2025,99.61,95.98,95.12,,94.53,94.34,93.91,93.19,88.73,63.23,13.43,-2.56,-3.05,-10.76,-14.56,-14.43,-3.76,1.30,48.16,91.48,95.19,93.87,99.38,100.37,99.97,-14.56,100.37,58.86,21.97,95.75,98.40,94.43,95.58,17.76,-10.88,96.71,92.54,3.44,7.82,96.31,64.65,-7.73,59.03,-8.19
30/05/2025,71.11,67.90,65.71,,54.61,62.36,70.17,75.09,75.02,70.05,27.34,-0.21,-0.20,-2.99,-5.36,-8.31,-3.33,-0.51,13.20,70.92,96.40,101.03,114.41,107.60,95.70,-8.31,114.41,50.74,21.42,80.06,104.69,67.75,65.31,24.25,-5.00,97.68,70.66,9.62,0.26,64.83,61.88,-2.19,45.00,-3.40
29/05/2025,92.34,87.84,86.87,,86.49,83.91,84.09,82.26,77.99,71.52,35.88,3.84,-1.93,-2.99,-4.67,-4.73,-3.00,1.11,28.61,70.97,86.35,90.98,91.87,86.95,74.91,-4.73,92.34,54.48,23.41,85.54,86.18,85.22,86.92,27.33,-3.85,83.67,82.06,11.74,5.50,88.39,66.91,-1.44,46.76,-2.25
28/05/2025,82.55,73.98,73.05,,74.60,73.86,76.72,90.23,94.57,93.11,79.00,74.61,75.03,73.96,74.80,77.78,78.01,79.02,81.99,92.92,103.03,128.07,120.94,107.95,95.03,73.05,128.07,86.45,81.94,90.96,113.00,79.95,75.79,80.44,76.14,107.99,83.85,78.29,79.20,76.05,89.23,74.60,89.24,75.70
27/05/2025,94.46,87.94,84.50,,83.60,83.59,86.89,93.19,98.91,95.94,83.39,82.95,82.51,69.59,68.85,73.80,68.73,72.31,86.59,104.80,118.10,143.32,126.44,103.36,93.19,68.73,143.32,91.12,83.96,98.28,116.58,89.14,86.83,86.20,70.24,114.87,90.65,78.22,75.36,87.63,92.86,75.98,95.45,74.41
26/05/2025,84.44,75.12,71.03,,71.73,76.16,88.03,110.84,118.83,95.80,86.06,72.61,65.21,50.03,45.08,45.07,48.95,67.40,85.00,95.67,121.09,158.33,151.35,116.76,97.30,45.07,158.33,87.41,73.16,101.66,130.94,87.02,77.75,79.92,47.28,123.42,98.47,63.60,61.61,75.58,102.88,58.23,92.29,54.49
25/05/2025,71.70,69.50,60.92,,56.53,39.06,27.56,9.46,4.16,1.77,4.02,0.00,-3.00,-8.37,-9.55,-14.72,-14.88,-4.99,1.81,66.12,78.93,96.15,100.03,98.55,92.75,-14.88,100.03,34.31,8.10,60.53,96.87,42.36,54.21,0.70,-11.88,88.76,20.06,-5.59,-8.20,64.66,4.85,-5.23,35.47,-8.42
24/05/2025,106.49,100.15,97.16,,96.20,97.45,98.22,97.23,93.50,76.51,32.53,0.07,1.00,-2.04,-2.05,-2.78,-1.38,2.25,56.04,92.80,103.84,116.31,110.37,102.46,94.26,-2.78,116.31,65.27,29.73,100.82,105.85,98.30,99.28,27.53,-2.06,103.34,96.60,12.73,13.53,100.00,74.94,-0.76,63.73,-1.20
23/05/2025,101.79,97.57,93.23,,94.11,94.96,101.86,116.12,120.99,108.25,86.34,81.08,76.93,60.49,56.59,54.88,63.78,78.61,86.22,95.60,113.19,143.43,140.93,117.24,102.10,54.88,143.43,95.26,80.16,110.36,125.93,102.58,97.25,88.15,58.94,118.75,108.48,73.54,70.87,96.68,107.93,68.77,93.41,65.63
