MTU (CET/CEST),Area,Resolution,Price,Currency
              13/01/2022 20:00 - 13/01/2022 21:00,BZN|CH,PT60M,262.25,EUR
              13/01/2022 21:00 - 13/01/2022 22:00,BZN|CH,PT60M,234.56,EUR
              13/01/2022 22:00 - 13/01/2022 23:00,BZN|CH,PT60M,225.45,EUR
              13/01/2022 23:00 - 14/01/2022 00:00,BZN|CH,PT60M,212.40,EUR
              14/01/2022 00:00 - 14/01/2022 01:00,BZN|CH,PT60M,197.23,EUR
              14/01/2022 01:00 - 14/01/2022 02:00,BZN|CH,PT60M,191.77,EUR
              14/01/2022 02:00 - 14/01/2022 03:00,BZN|CH,PT60M,189.45,EUR
              14/01/2022 03:00 - 14/01/2022 04:00,BZN|CH,PT60M,188.38,EUR
              14/01/2022 04:00 - 14/01/2022 05:00,BZN|CH,PT60M,188.75,EUR
              14/01/2022 05:00 - 14/01/2022 06:00,BZN|CH,PT60M,195.58,EUR
              14/01/2022 06:00 - 14/01/2022 07:00,BZN|CH,PT60M,219.78,EUR
              14/01/2022 07:00 - 14/01/2022 08:00,BZN|CH,PT60M,246.46,EUR
              14/01/2022 08:00 - 14/01/2022 09:00,BZN|CH,PT60M,263.75,EUR
              14/01/2022 09:00 - 14/01/2022 10:00,BZN|CH,PT60M,264.39,EUR
              14/01/2022 10:00 - 14/01/2022 11:00,BZN|CH,PT60M,258.85,EUR
              14/01/2022 11:00 - 14/01/2022 12:00,BZN|CH,PT60M,242.28,EUR
              14/01/2022 12:00 - 14/01/2022 13:00,BZN|CH,PT60M,226.75,EUR
              14/01/2022 13:00 - 14/01/2022 14:00,BZN|CH,PT60M,216.84,EUR
              14/01/2022 14:00 - 14/01/2022 15:00,BZN|CH,PT60M,214.37,EUR
              14/01/2022 15:00 - 14/01/2022 16:00,BZN|CH,PT60M,221.61,EUR
              14/01/2022 16:00 - 14/01/2022 17:00,BZN|CH,PT60M,230.43,EUR
              14/01/2022 17:00 - 14/01/2022 18:00,BZN|CH,PT60M,248.36,EUR
              14/01/2022 18:00 - 14/01/2022 19:00,BZN|CH,PT60M,259.14,EUR
              14/01/2022 19:00 - 14/01/2022 20:00,BZN|CH,PT60M,255.19,EUR
              14/01/2022 20:00 - 14/01/2022 21:00,BZN|CH,PT60M,240.99,EUR
              14/01/2022 21:00 - 14/01/2022 22:00,BZN|CH,PT60M,221.10,EUR
              14/01/2022 22:00 - 14/01/2022 23:00,BZN|CH,PT60M,214.05,EUR
              14/01/2022 23:00 - 15/01/2022 00:00,BZN|CH,PT60M,203.30,EUR
              15/01/2022 00:00 - 15/01/2022 01:00,BZN|CH,PT60M,220.77,EUR
              15/01/2022 01:00 - 15/01/2022 02:00,BZN|CH,PT60M,214.18,EUR
              15/01/2022 02:00 - 15/01/2022 03:00,BZN|CH,PT60M,207.63,EUR
              15/01/2022 03:00 - 15/01/2022 04:00,BZN|CH,PT60M,202.06,EUR
              15/01/2022 04:00 - 15/01/2022 05:00,BZN|CH,PT60M,200.95,EUR
              15/01/2022 05:00 - 15/01/2022 06:00,BZN|CH,PT60M,202.60,EUR
              15/01/2022 06:00 - 15/01/2022 07:00,BZN|CH,PT60M,215.05,EUR
              15/01/2022 07:00 - 15/01/2022 08:00,BZN|CH,PT60M,228.37,EUR
              15/01/2022 08:00 - 15/01/2022 09:00,BZN|CH,PT60M,246.59,EUR
              15/01/2022 09:00 - 15/01/2022 10:00,BZN|CH,PT60M,249.80,EUR
              15/01/2022 10:00 - 15/01/2022 11:00,BZN|CH,PT60M,246.05,EUR
              15/01/2022 11:00 - 15/01/2022 12:00,BZN|CH,PT60M,238.08,EUR
              15/01/2022 12:00 - 15/01/2022 13:00,BZN|CH,PT60M,229.70,EUR
              15/01/2022 13:00 - 15/01/2022 14:00,BZN|CH,PT60M,224.33,EUR
              15/01/2022 14:00 - 15/01/2022 15:00,BZN|CH,PT60M,221.50,EUR
              15/01/2022 15:00 - 15/01/2022 16:00,BZN|CH,PT60M,225.00,EUR
              15/01/2022 16:00 - 15/01/2022 17:00,BZN|CH,PT60M,240.12,EUR
              15/01/2022 17:00 - 15/01/2022 18:00,BZN|CH,PT60M,271.34,EUR
              15/01/2022 18:00 - 15/01/2022 19:00,BZN|CH,PT60M,274.98,EUR
              15/01/2022 19:00 - 15/01/2022 20:00,BZN|CH,PT60M,262.44,EUR
              15/01/2022 20:00 - 15/01/2022 21:00,BZN|CH,PT60M,240.15,EUR
              15/01/2022 21:00 - 15/01/2022 22:00,BZN|CH,PT60M,221.60,EUR
              15/01/2022 22:00 - 15/01/2022 23:00,BZN|CH,PT60M,218.81,EUR
              15/01/2022 23:00 - 16/01/2022 00:00,BZN|CH,PT60M,210.48,EUR
              16/01/2022 00:00 - 16/01/2022 01:00,BZN|CH,PT60M,211.28,EUR
              16/01/2022 01:00 - 16/01/2022 02:00,BZN|CH,PT60M,200.23,EUR
              16/01/2022 02:00 - 16/01/2022 03:00,BZN|CH,PT60M,198.37,EUR
              16/01/2022 03:00 - 16/01/2022 04:00,BZN|CH,PT60M,190.75,EUR
              16/01/2022 04:00 - 16/01/2022 05:00,BZN|CH,PT60M,184.44,EUR
              16/01/2022 05:00 - 16/01/2022 06:00,BZN|CH,PT60M,188.95,EUR
              16/01/2022 06:00 - 16/01/2022 07:00,BZN|CH,PT60M,190.48,EUR
              16/01/2022 07:00 - 16/01/2022 08:00,BZN|CH,PT60M,199.30,EUR
              16/01/2022 08:00 - 16/01/2022 09:00,BZN|CH,PT60M,203.99,EUR
              16/01/2022 09:00 - 16/01/2022 10:00,BZN|CH,PT60M,211.67,EUR
              16/01/2022 10:00 - 16/01/2022 11:00,BZN|CH,PT60M,210.83,EUR
              16/01/2022 11:00 - 16/01/2022 12:00,BZN|CH,PT60M,208.86,EUR
              16/01/2022 12:00 - 16/01/2022 13:00,BZN|CH,PT60M,204.18,EUR
              16/01/2022 13:00 - 16/01/2022 14:00,BZN|CH,PT60M,196.17,EUR
              16/01/2022 14:00 - 16/01/2022 15:00,BZN|CH,PT60M,189.61,EUR
              16/01/2022 15:00 - 16/01/2022 16:00,BZN|CH,PT60M,191.85,EUR
              16/01/2022 16:00 - 16/01/2022 17:00,BZN|CH,PT60M,200.65,EUR
              16/01/2022 17:00 - 16/01/2022 18:00,BZN|CH,PT60M,218.56,EUR
              16/01/2022 18:00 - 16/01/2022 19:00,BZN|CH,PT60M,243.13,EUR
              16/01/2022 19:00 - 16/01/2022 20:00,BZN|CH,PT60M,249.40,EUR
              16/01/2022 20:00 - 16/01/2022 21:00,BZN|CH,PT60M,242.80,EUR
              16/01/2022 21:00 - 16/01/2022 22:00,BZN|CH,PT60M,223.89,EUR
              16/01/2022 22:00 - 16/01/2022 23:00,BZN|CH,PT60M,217.66,EUR
              16/01/2022 23:00 - 17/01/2022 00:00,BZN|CH,PT60M,211.44,EUR
              17/01/2022 00:00 - 17/01/2022 01:00,BZN|CH,PT60M,213.90,EUR
              17/01/2022 01:00 - 17/01/2022 02:00,BZN|CH,PT60M,206.27,EUR
              17/01/2022 02:00 - 17/01/2022 03:00,BZN|CH,PT60M,202.03,EUR
              17/01/2022 03:00 - 17/01/2022 04:00,BZN|CH,PT60M,196.49,EUR
              17/01/2022 04:00 - 17/01/2022 05:00,BZN|CH,PT60M,197.70,EUR
              17/01/2022 05:00 - 17/01/2022 06:00,BZN|CH,PT60M,204.20,EUR
              17/01/2022 06:00 - 17/01/2022 07:00,BZN|CH,PT60M,238.88,EUR
              17/01/2022 07:00 - 17/01/2022 08:00,BZN|CH,PT60M,277.48,EUR
              17/01/2022 08:00 - 17/01/2022 09:00,BZN|CH,PT60M,300.11,EUR
              17/01/2022 09:00 - 17/01/2022 10:00,BZN|CH,PT60M,297.24,EUR
              17/01/2022 10:00 - 17/01/2022 11:00,BZN|CH,PT60M,295.25,EUR
              17/01/2022 11:00 - 17/01/2022 12:00,BZN|CH,PT60M,273.13,EUR
              17/01/2022 12:00 - 17/01/2022 13:00,BZN|CH,PT60M,263.71,EUR
              17/01/2022 13:00 - 17/01/2022 14:00,BZN|CH,PT60M,250.54,EUR
              17/01/2022 14:00 - 17/01/2022 15:00,BZN|CH,PT60M,248.96,EUR
              17/01/2022 15:00 - 17/01/2022 16:00,BZN|CH,PT60M,246.85,EUR
              17/01/2022 16:00 - 17/01/2022 17:00,BZN|CH,PT60M,259.51,EUR
              17/01/2022 17:00 - 17/01/2022 18:00,BZN|CH,PT60M,283.16,EUR
              17/01/2022 18:00 - 17/01/2022 19:00,BZN|CH,PT60M,304.07,EUR
              17/01/2022 19:00 - 17/01/2022 20:00,BZN|CH,PT60M,300.01,EUR
              17/01/2022 20:00 - 17/01/2022 21:00,BZN|CH,PT60M,279.15,EUR
              17/01/2022 21:00 - 17/01/2022 22:00,BZN|CH,PT60M,251.55,EUR
              17/01/2022 22:00 - 17/01/2022 23:00,BZN|CH,PT60M,242.63,EUR
              17/01/2022 23:00 - 18/01/2022 00:00,BZN|CH,PT60M,224.63,EUR
              18/01/2022 00:00 - 18/01/2022 01:00,BZN|CH,PT60M,213.09,EUR
              18/01/2022 01:00 - 18/01/2022 02:00,BZN|CH,PT60M,202.82,EUR
              18/01/2022 02:00 - 18/01/2022 03:00,BZN|CH,PT60M,199.18,EUR
              18/01/2022 03:00 - 18/01/2022 04:00,BZN|CH,PT60M,194.55,EUR
              18/01/2022 04:00 - 18/01/2022 05:00,BZN|CH,PT60M,192.28,EUR
              18/01/2022 05:00 - 18/01/2022 06:00,BZN|CH,PT60M,199.43,EUR
              18/01/2022 06:00 - 18/01/2022 07:00,BZN|CH,PT60M,228.52,EUR
              18/01/2022 07:00 - 18/01/2022 08:00,BZN|CH,PT60M,270.26,EUR
              18/01/2022 08:00 - 18/01/2022 09:00,BZN|CH,PT60M,290.35,EUR
              18/01/2022 09:00 - 18/01/2022 10:00,BZN|CH,PT60M,291.19,EUR
              18/01/2022 10:00 - 18/01/2022 11:00,BZN|CH,PT60M,276.16,EUR
              18/01/2022 11:00 - 18/01/2022 12:00,BZN|CH,PT60M,257.08,EUR
              18/01/2022 12:00 - 18/01/2022 13:00,BZN|CH,PT60M,243.62,EUR
              18/01/2022 13:00 - 18/01/2022 14:00,BZN|CH,PT60M,235.09,EUR
              18/01/2022 14:00 - 18/01/2022 15:00,BZN|CH,PT60M,239.12,EUR
              18/01/2022 15:00 - 18/01/2022 16:00,BZN|CH,PT60M,245.23,EUR
              18/01/2022 16:00 - 18/01/2022 17:00,BZN|CH,PT60M,259.77,EUR
              18/01/2022 17:00 - 18/01/2022 18:00,BZN|CH,PT60M,288.45,EUR
              18/01/2022 18:00 - 18/01/2022 19:00,BZN|CH,PT60M,290.35,EUR
              18/01/2022 19:00 - 18/01/2022 20:00,BZN|CH,PT60M,275.10,EUR
              18/01/2022 20:00 - 18/01/2022 21:00,BZN|CH,PT60M,245.05,EUR
              18/01/2022 21:00 - 18/01/2022 22:00,BZN|CH,PT60M,227.46,EUR
              18/01/2022 22:00 - 18/01/2022 23:00,BZN|CH,PT60M,224.83,EUR
              18/01/2022 23:00 - 19/01/2022 00:00,BZN|CH,PT60M,214.47,EUR
              19/01/2022 00:00 - 19/01/2022 01:00,BZN|CH,PT60M,200.53,EUR
              19/01/2022 01:00 - 19/01/2022 02:00,BZN|CH,PT60M,195.04,EUR
              19/01/2022 02:00 - 19/01/2022 03:00,BZN|CH,PT60M,191.39,EUR
              19/01/2022 03:00 - 19/01/2022 04:00,BZN|CH,PT60M,191.30,EUR
              19/01/2022 04:00 - 19/01/2022 05:00,BZN|CH,PT60M,191.16,EUR
              19/01/2022 05:00 - 19/01/2022 06:00,BZN|CH,PT60M,202.09,EUR
              19/01/2022 06:00 - 19/01/2022 07:00,BZN|CH,PT60M,221.10,EUR
              19/01/2022 07:00 - 19/01/2022 08:00,BZN|CH,PT60M,258.35,EUR
              19/01/2022 08:00 - 19/01/2022 09:00,BZN|CH,PT60M,269.16,EUR
              19/01/2022 09:00 - 19/01/2022 10:00,BZN|CH,PT60M,267.65,EUR
              19/01/2022 10:00 - 19/01/2022 11:00,BZN|CH,PT60M,256.05,EUR
              19/01/2022 11:00 - 19/01/2022 12:00,BZN|CH,PT60M,242.91,EUR
              19/01/2022 12:00 - 19/01/2022 13:00,BZN|CH,PT60M,236.37,EUR
              19/01/2022 13:00 - 19/01/2022 14:00,BZN|CH,PT60M,227.49,EUR
              19/01/2022 14:00 - 19/01/2022 15:00,BZN|CH,PT60M,225.16,EUR
              19/01/2022 15:00 - 19/01/2022 16:00,BZN|CH,PT60M,228.22,EUR
              19/01/2022 16:00 - 19/01/2022 17:00,BZN|CH,PT60M,232.54,EUR
              19/01/2022 17:00 - 19/01/2022 18:00,BZN|CH,PT60M,251.87,EUR
              19/01/2022 18:00 - 19/01/2022 19:00,BZN|CH,PT60M,261.97,EUR
              19/01/2022 19:00 - 19/01/2022 20:00,BZN|CH,PT60M,256.38,EUR
              19/01/2022 20:00 - 19/01/2022 21:00,BZN|CH,PT60M,237.31,EUR
              19/01/2022 21:00 - 19/01/2022 22:00,BZN|CH,PT60M,218.81,EUR
              19/01/2022 22:00 - 19/01/2022 23:00,BZN|CH,PT60M,211.72,EUR
              19/01/2022 23:00 - 20/01/2022 00:00,BZN|CH,PT60M,202.04,EUR
              20/01/2022 00:00 - 20/01/2022 01:00,BZN|CH,PT60M,201.99,EUR
              20/01/2022 01:00 - 20/01/2022 02:00,BZN|CH,PT60M,193.81,EUR
              20/01/2022 02:00 - 20/01/2022 03:00,BZN|CH,PT60M,191.31,EUR
              20/01/2022 03:00 - 20/01/2022 04:00,BZN|CH,PT60M,185.55,EUR
              20/01/2022 04:00 - 20/01/2022 05:00,BZN|CH,PT60M,182.28,EUR
              20/01/2022 05:00 - 20/01/2022 06:00,BZN|CH,PT60M,192.31,EUR
              20/01/2022 06:00 - 20/01/2022 07:00,BZN|CH,PT60M,212.09,EUR
              20/01/2022 07:00 - 20/01/2022 08:00,BZN|CH,PT60M,242.46,EUR
              20/01/2022 08:00 - 20/01/2022 09:00,BZN|CH,PT60M,262.97,EUR
              20/01/2022 09:00 - 20/01/2022 10:00,BZN|CH,PT60M,262.25,EUR
              20/01/2022 10:00 - 20/01/2022 11:00,BZN|CH,PT60M,262.01,EUR
              20/01/2022 11:00 - 20/01/2022 12:00,BZN|CH,PT60M,256.29,EUR
              20/01/2022 12:00 - 20/01/2022 13:00,BZN|CH,PT60M,238.16,EUR
              20/01/2022 13:00 - 20/01/2022 14:00,BZN|CH,PT60M,228.37,EUR
              20/01/2022 14:00 - 20/01/2022 15:00,BZN|CH,PT60M,218.69,EUR
              20/01/2022 15:00 - 20/01/2022 16:00,BZN|CH,PT60M,222.04,EUR
              20/01/2022 16:00 - 20/01/2022 17:00,BZN|CH,PT60M,225.18,EUR
              20/01/2022 17:00 - 20/01/2022 18:00,BZN|CH,PT60M,245.25,EUR
              20/01/2022 18:00 - 20/01/2022 19:00,BZN|CH,PT60M,269.00,EUR
              20/01/2022 19:00 - 20/01/2022 20:00,BZN|CH,PT60M,263.38,EUR
              20/01/2022 20:00 - 20/01/2022 21:00,BZN|CH,PT60M,248.02,EUR
              20/01/2022 21:00 - 20/01/2022 22:00,BZN|CH,PT60M,219.45,EUR
              20/01/2022 22:00 - 20/01/2022 23:00,BZN|CH,PT60M,211.33,EUR
              20/01/2022 23:00 - 21/01/2022 00:00,BZN|CH,PT60M,207.44,EUR
              21/01/2022 00:00 - 21/01/2022 01:00,BZN|CH,PT60M,186.58,EUR
              21/01/2022 01:00 - 21/01/2022 02:00,BZN|CH,PT60M,182.22,EUR
              21/01/2022 02:00 - 21/01/2022 03:00,BZN|CH,PT60M,179.01,EUR
              21/01/2022 03:00 - 21/01/2022 04:00,BZN|CH,PT60M,173.41,EUR
              21/01/2022 04:00 - 21/01/2022 05:00,BZN|CH,PT60M,173.21,EUR
              21/01/2022 05:00 - 21/01/2022 06:00,BZN|CH,PT60M,185.45,EUR
              21/01/2022 06:00 - 21/01/2022 07:00,BZN|CH,PT60M,209.30,EUR
              21/01/2022 07:00 - 21/01/2022 08:00,BZN|CH,PT60M,242.95,EUR
              21/01/2022 08:00 - 21/01/2022 09:00,BZN|CH,PT60M,261.03,EUR
              21/01/2022 09:00 - 21/01/2022 10:00,BZN|CH,PT60M,260.61,EUR
              21/01/2022 10:00 - 21/01/2022 11:00,BZN|CH,PT60M,249.84,EUR
              21/01/2022 11:00 - 21/01/2022 12:00,BZN|CH,PT60M,244.91,EUR
              21/01/2022 12:00 - 21/01/2022 13:00,BZN|CH,PT60M,231.00,EUR
              21/01/2022 13:00 - 21/01/2022 14:00,BZN|CH,PT60M,218.36,EUR
              21/01/2022 14:00 - 21/01/2022 15:00,BZN|CH,PT60M,208.95,EUR
              21/01/2022 15:00 - 21/01/2022 16:00,BZN|CH,PT60M,215.12,EUR
              21/01/2022 16:00 - 21/01/2022 17:00,BZN|CH,PT60M,220.94,EUR
              21/01/2022 17:00 - 21/01/2022 18:00,BZN|CH,PT60M,246.58,EUR
              21/01/2022 18:00 - 21/01/2022 19:00,BZN|CH,PT60M,256.42,EUR
              21/01/2022 19:00 - 21/01/2022 20:00,BZN|CH,PT60M,253.35,EUR
              21/01/2022 20:00 - 21/01/2022 21:00,BZN|CH,PT60M,236.13,EUR
              21/01/2022 21:00 - 21/01/2022 22:00,BZN|CH,PT60M,211.82,EUR
              21/01/2022 22:00 - 21/01/2022 23:00,BZN|CH,PT60M,201.66,EUR
              21/01/2022 23:00 - 22/01/2022 00:00,BZN|CH,PT60M,197.85,EUR
              22/01/2022 00:00 - 22/01/2022 01:00,BZN|CH,PT60M,199.99,EUR
              22/01/2022 01:00 - 22/01/2022 02:00,BZN|CH,PT60M,192.86,EUR
              22/01/2022 02:00 - 22/01/2022 03:00,BZN|CH,PT60M,187.49,EUR
              22/01/2022 03:00 - 22/01/2022 04:00,BZN|CH,PT60M,178.93,EUR
              22/01/2022 04:00 - 22/01/2022 05:00,BZN|CH,PT60M,176.05,EUR
              22/01/2022 05:00 - 22/01/2022 06:00,BZN|CH,PT60M,180.16,EUR
              22/01/2022 06:00 - 22/01/2022 07:00,BZN|CH,PT60M,188.59,EUR
              22/01/2022 07:00 - 22/01/2022 08:00,BZN|CH,PT60M,199.97,EUR
              22/01/2022 08:00 - 22/01/2022 09:00,BZN|CH,PT60M,209.03,EUR
              22/01/2022 09:00 - 22/01/2022 10:00,BZN|CH,PT60M,211.55,EUR
              22/01/2022 10:00 - 22/01/2022 11:00,BZN|CH,PT60M,209.61,EUR
              22/01/2022 11:00 - 22/01/2022 12:00,BZN|CH,PT60M,207.37,EUR
              22/01/2022 12:00 - 22/01/2022 13:00,BZN|CH,PT60M,199.79,EUR
              22/01/2022 13:00 - 22/01/2022 14:00,BZN|CH,PT60M,194.01,EUR
              22/01/2022 14:00 - 22/01/2022 15:00,BZN|CH,PT60M,188.17,EUR
              22/01/2022 15:00 - 22/01/2022 16:00,BZN|CH,PT60M,192.65,EUR
              22/01/2022 16:00 - 22/01/2022 17:00,BZN|CH,PT60M,199.49,EUR
              22/01/2022 17:00 - 22/01/2022 18:00,BZN|CH,PT60M,221.14,EUR
              22/01/2022 18:00 - 22/01/2022 19:00,BZN|CH,PT60M,234.06,EUR
              22/01/2022 19:00 - 22/01/2022 20:00,BZN|CH,PT60M,233.82,EUR
              22/01/2022 20:00 - 22/01/2022 21:00,BZN|CH,PT60M,219.85,EUR
              22/01/2022 21:00 - 22/01/2022 22:00,BZN|CH,PT60M,206.31,EUR
              22/01/2022 22:00 - 22/01/2022 23:00,BZN|CH,PT60M,201.37,EUR
              22/01/2022 23:00 - 23/01/2022 00:00,BZN|CH,PT60M,196.30,EUR
              23/01/2022 00:00 - 23/01/2022 01:00,BZN|CH,PT60M,203.66,EUR
              23/01/2022 01:00 - 23/01/2022 02:00,BZN|CH,PT60M,197.73,EUR
              23/01/2022 02:00 - 23/01/2022 03:00,BZN|CH,PT60M,191.82,EUR
              23/01/2022 03:00 - 23/01/2022 04:00,BZN|CH,PT60M,185.66,EUR
              23/01/2022 04:00 - 23/01/2022 05:00,BZN|CH,PT60M,172.92,EUR
              23/01/2022 05:00 - 23/01/2022 06:00,BZN|CH,PT60M,171.28,EUR
              23/01/2022 06:00 - 23/01/2022 07:00,BZN|CH,PT60M,173.26,EUR
              23/01/2022 07:00 - 23/01/2022 08:00,BZN|CH,PT60M,183.04,EUR
              23/01/2022 08:00 - 23/01/2022 09:00,BZN|CH,PT60M,194.54,EUR
              23/01/2022 09:00 - 23/01/2022 10:00,BZN|CH,PT60M,200.04,EUR
              23/01/2022 10:00 - 23/01/2022 11:00,BZN|CH,PT60M,201.70,EUR
              23/01/2022 11:00 - 23/01/2022 12:00,BZN|CH,PT60M,200.41,EUR
              23/01/2022 12:00 - 23/01/2022 13:00,BZN|CH,PT60M,198.26,EUR
              23/01/2022 13:00 - 23/01/2022 14:00,BZN|CH,PT60M,189.40,EUR
              23/01/2022 14:00 - 23/01/2022 15:00,BZN|CH,PT60M,185.05,EUR
              23/01/2022 15:00 - 23/01/2022 16:00,BZN|CH,PT60M,194.29,EUR
              23/01/2022 16:00 - 23/01/2022 17:00,BZN|CH,PT60M,198.07,EUR
              23/01/2022 17:00 - 23/01/2022 18:00,BZN|CH,PT60M,216.70,EUR
              23/01/2022 18:00 - 23/01/2022 19:00,BZN|CH,PT60M,243.27,EUR
              23/01/2022 19:00 - 23/01/2022 20:00,BZN|CH,PT60M,245.32,EUR
              23/01/2022 20:00 - 23/01/2022 21:00,BZN|CH,PT60M,228.62,EUR
              23/01/2022 21:00 - 23/01/2022 22:00,BZN|CH,PT60M,209.51,EUR
              23/01/2022 22:00 - 23/01/2022 23:00,BZN|CH,PT60M,203.45,EUR
              23/01/2022 23:00 - 24/01/2022 00:00,BZN|CH,PT60M,197.62,EUR
              24/01/2022 00:00 - 24/01/2022 01:00,BZN|CH,PT60M,188.52,EUR
              24/01/2022 01:00 - 24/01/2022 02:00,BZN|CH,PT60M,183.33,EUR
              24/01/2022 02:00 - 24/01/2022 03:00,BZN|CH,PT60M,181.83,EUR
              24/01/2022 03:00 - 24/01/2022 04:00,BZN|CH,PT60M,180.18,EUR
              24/01/2022 04:00 - 24/01/2022 05:00,BZN|CH,PT60M,181.01,EUR
              24/01/2022 05:00 - 24/01/2022 06:00,BZN|CH,PT60M,193.87,EUR
              24/01/2022 06:00 - 24/01/2022 07:00,BZN|CH,PT60M,224.25,EUR
              24/01/2022 07:00 - 24/01/2022 08:00,BZN|CH,PT60M,268.74,EUR
              24/01/2022 08:00 - 24/01/2022 09:00,BZN|CH,PT60M,292.50,EUR
              24/01/2022 09:00 - 24/01/2022 10:00,BZN|CH,PT60M,287.08,EUR
              24/01/2022 10:00 - 24/01/2022 11:00,BZN|CH,PT60M,273.31,EUR
              24/01/2022 11:00 - 24/01/2022 12:00,BZN|CH,PT60M,260.35,EUR
              24/01/2022 12:00 - 24/01/2022 13:00,BZN|CH,PT60M,247.53,EUR
              24/01/2022 13:00 - 24/01/2022 14:00,BZN|CH,PT60M,245.73,EUR
              24/01/2022 14:00 - 24/01/2022 15:00,BZN|CH,PT60M,249.99,EUR
              24/01/2022 15:00 - 24/01/2022 16:00,BZN|CH,PT60M,258.13,EUR
              24/01/2022 16:00 - 24/01/2022 17:00,BZN|CH,PT60M,270.41,EUR
              24/01/2022 17:00 - 24/01/2022 18:00,BZN|CH,PT60M,307.23,EUR
              24/01/2022 18:00 - 24/01/2022 19:00,BZN|CH,PT60M,328.61,EUR
              24/01/2022 19:00 - 24/01/2022 20:00,BZN|CH,PT60M,312.94,EUR
              24/01/2022 20:00 - 24/01/2022 21:00,BZN|CH,PT60M,270.62,EUR
              24/01/2022 21:00 - 24/01/2022 22:00,BZN|CH,PT60M,247.99,EUR
              24/01/2022 22:00 - 24/01/2022 23:00,BZN|CH,PT60M,223.86,EUR
              24/01/2022 23:00 - 25/01/2022 00:00,BZN|CH,PT60M,209.73,EUR
              25/01/2022 00:00 - 25/01/2022 01:00,BZN|CH,PT60M,214.88,EUR
              25/01/2022 01:00 - 25/01/2022 02:00,BZN|CH,PT60M,207.19,EUR
              25/01/2022 02:00 - 25/01/2022 03:00,BZN|CH,PT60M,204.61,EUR
              25/01/2022 03:00 - 25/01/2022 04:00,BZN|CH,PT60M,199.54,EUR
              25/01/2022 04:00 - 25/01/2022 05:00,BZN|CH,PT60M,201.30,EUR
              25/01/2022 05:00 - 25/01/2022 06:00,BZN|CH,PT60M,211.74,EUR
              25/01/2022 06:00 - 25/01/2022 07:00,BZN|CH,PT60M,257.81,EUR
              25/01/2022 07:00 - 25/01/2022 08:00,BZN|CH,PT60M,303.04,EUR
              25/01/2022 08:00 - 25/01/2022 09:00,BZN|CH,PT60M,352.85,EUR
              25/01/2022 09:00 - 25/01/2022 10:00,BZN|CH,PT60M,334.55,EUR
              25/01/2022 10:00 - 25/01/2022 11:00,BZN|CH,PT60M,302.43,EUR
              25/01/2022 11:00 - 25/01/2022 12:00,BZN|CH,PT60M,292.94,EUR
              25/01/2022 12:00 - 25/01/2022 13:00,BZN|CH,PT60M,276.00,EUR
              25/01/2022 13:00 - 25/01/2022 14:00,BZN|CH,PT60M,264.08,EUR
              25/01/2022 14:00 - 25/01/2022 15:00,BZN|CH,PT60M,264.03,EUR
              25/01/2022 15:00 - 25/01/2022 16:00,BZN|CH,PT60M,275.09,EUR
              25/01/2022 16:00 - 25/01/2022 17:00,BZN|CH,PT60M,292.50,EUR
              25/01/2022 17:00 - 25/01/2022 18:00,BZN|CH,PT60M,335.30,EUR
              25/01/2022 18:00 - 25/01/2022 19:00,BZN|CH,PT60M,370.42,EUR
              25/01/2022 19:00 - 25/01/2022 20:00,BZN|CH,PT60M,337.28,EUR
              25/01/2022 20:00 - 25/01/2022 21:00,BZN|CH,PT60M,280.19,EUR
              25/01/2022 21:00 - 25/01/2022 22:00,BZN|CH,PT60M,259.25,EUR
              25/01/2022 22:00 - 25/01/2022 23:00,BZN|CH,PT60M,233.77,EUR
              25/01/2022 23:00 - 26/01/2022 00:00,BZN|CH,PT60M,216.68,EUR
              26/01/2022 00:00 - 26/01/2022 01:00,BZN|CH,PT60M,229.65,EUR
              26/01/2022 01:00 - 26/01/2022 02:00,BZN|CH,PT60M,222.86,EUR
              26/01/2022 02:00 - 26/01/2022 03:00,BZN|CH,PT60M,219.62,EUR
              26/01/2022 03:00 - 26/01/2022 04:00,BZN|CH,PT60M,213.99,EUR
              26/01/2022 04:00 - 26/01/2022 05:00,BZN|CH,PT60M,214.52,EUR
              26/01/2022 05:00 - 26/01/2022 06:00,BZN|CH,PT60M,220.19,EUR
              26/01/2022 06:00 - 26/01/2022 07:00,BZN|CH,PT60M,257.50,EUR
              26/01/2022 07:00 - 26/01/2022 08:00,BZN|CH,PT60M,304.30,EUR
              26/01/2022 08:00 - 26/01/2022 09:00,BZN|CH,PT60M,336.63,EUR
